index,id_local,desc_barrio_local,clase_vial_edificio,desc_vial_edificio,num_edificio,rotulo,desc_epigrafe
19896,270323592,PALACIO,CALLE,TOLEDO,82,BASARRI,RESTAURANTE
19899,270323963,SAN ISIDRO,CALLE,VIA CARPETANA,81,CAFETERIA LA PARADA,RESTAURANTES DE COMIDA RAPIDA
19902,270404517,CANILLAS,CALLE,AGUSTIN CALVO,23,EVEREST TANDOORI,BAR RESTAURANTE
19909,270324178,CASTILLEJOS,CALLE,POETA JOAN MARAGALL,58,RESTAURANTE EL ESPIGON,RESTAURANTE
19913,270324325,CASTELLANA,CALLE,JUAN BRAVO,13,ARTS CLUB,BAR ESPECIAL CON ACTUACIONES
19917,270324591,CONCEPCION,CALLE,VIRGEN DE LOS REYES,27,BAR JOPE,BAR CON COCINA
19920,270324733,GUINDALERA,CALLE,ARDEMANS,13,BAR CAFETERIA,CAFETERIA
19922,270324822,CASCO H.VICALVARO,CALLE,VILLACARLOS,17,CAFETERIA DINEMA,BAR CON COCINA
19923,270324824,CASCO H.VICALVARO,CALLE,FORGES,1,BAR EL ROCIO,BAR RESTAURANTE
19924,270324972,CASTILLEJOS,CALLE,FRANCISCO GERVAS,14,EL HORNO,CAFETERIA
19932,190000166,VALDEBERNARDO,CALLE,LADERA DE LOS ALMENDROS,13,BAR LA ALTERNATIVA,BAR CON COCINA
19941,270096867,CASTILLA,CALLE,AGUSTIN DE FOXA,32,BARCELO IMAGINE,PISCINAS DE USO PUBLICO DE TEMPORADA
19944,270365156,SAN ANDRES,CALLE,CACEREÑOS,44,BAR GESTORIA,BAR CON COCINA
19945,270365232,CORTES,CALLE,FUCAR,2,TABERNA DE LAS LETRAS,BAR SIN COCINA
19946,270365305,CANILLAS,CALLE,LOPEZ DE HOYOS,327,RESTAURANTE MUCHI,RESTAURANTE
19951,200001389,ARCOS,CALLE,TOSCANA,114,ESCUELA INFANTIL TOSCANA GARDEN,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
19952,190000177,CASCO H.VICALVARO,CALLE,LOS GALEOTE,1,BAR WINTER CAFÉ,BAR SIN COCINA
19958,190000221,VALDEBERNARDO,CALLE,LADERA DE LOS ALMENDROS,2,POLIDEPORTIVO MPAL VALDEBERNARDO,PISCINAS DE USO PUBLLICO CLIMATIZADAS
19959,190000225,VALDEBERNARDO,BULEVAR,JOSE PRAT,27,BAR TRASGU,BAR RESTAURANTE
19960,190000229,CASCO H.VICALVARO,PLAZA,DON ANTONIO DE ANDRES,4,CHURRERIA CHOCOLATERÍA BERNIS,CAFETERIA
19961,200001397,CANILLEJAS,CALLE,SANTA TECLA,24,RESIDENCIA VIRGEN LLANA,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
19963,200001440,SIMANCAS,CALLE,CRONOS,8,RESTAURANTE LA CARTA DE RAST,BAR RESTAURANTE
19964,200001458,SIMANCAS,CALLE,HERMANOS GARCIA NOBLEJAS,35,D COYSA,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
19968,270365539,PUEBLO NUEVO,CALLE,ALCALA,400,RODILLA,BAR CON COCINA
19979,190000229,CASCO H.VICALVARO,PLAZA,DON ANTONIO DE ANDRES,4,CHURRERIA CHOCOLATERÍA BERNIS,CHOCOLATERIA/SALON DE TE Y HELADERIA
19985,190000361,VALDERRIVAS,CALLE,CALIZA,12,LA BIRRA ES BELLA VALDERRIBAS,BAR RESTAURANTE
19989,190000449,VALDERRIVAS,CALLE,CALIZA,45,BAR EL BUEN GUSTO,CAFETERIA
19990,190000464,CASCO H.VICALVARO,CALLE,LAGO TITICACA,6,EI LITTLE JUNGLE,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
19993,190000532,CASCO H.VICALVARO,AVENIDA,REAL,21,ORENES,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
19995,190000573,VALDEBERNARDO,CALLE,LADERA DE LOS ALMENDROS,46,RESIDENCIA DE ANCIANOS AMMAVIR VALDEBERNARDO,BAR CON COCINA
20014,270366016,VALVERDE,CALLE,SANTA ANA ALTA,8,BAR VALVERDE,BAR CON COCINA
20015,270366040,EL PILAR,CALLE,LA BAÑEZA,30,EL ALBA,BAR SIN COCINA
20037,270404733,LAS AGUILAS,CALLE,JOSE DE CADALSO,48,CAFETERIA DULCI,CAFETERIA
20039,270404877,QUINTANA,CALLE,HERMANOS DE PABLO,1,EL FOGÓN,BAR RESTAURANTE
20041,270404914,EMBAJADORES,CALLE,AVE MARIA,28,TABERNA LA MINA,CAFETERIA
20044,270405023,PALOMERAS BAJAS,CALLE,SIERRA DE CADI,4,MESON LA BRASA,BAR CON COCINA
20046,270325773,SAN ANDRES,CALLE,VIEJA DE PINTO,15,COLEGIO ADDIS,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
20051,270326286,VISTA ALEGRE,CALLE,RAMON SAINZ,17,BAR WASHINGTON,BAR SIN COCINA
20066,270326493,EMBAJADORES,CALLE,BUENAVISTA,14,ONE LOVE,DISCOTECAS Y SALAS DE BAILE
20067,270326501,COMILLAS,CALLE,PARADOR DEL SOL,23,BAR EL NIDO,CAFETERIA
20068,270326502,CASTELLANA,CALLE,JOSE ORTEGA Y GASSET,29,MAKKILA,BAR RESTAURANTE
20070,270326643,NUMANCIA,AVENIDA,PEÑA PRIETA,22,SUKAO FOOD FUSION,BAR CON COCINA
20084,270098098,HISPANOAMERICA,CALLE,COCHABAMBA,13,DE LA RIVA,RESTAURANTE
20093,270326855,CORTES,CALLE,GRAN VIA,9,HOTEL CATALONIA GRAN VIA Y RTE. LA PEDRERA,HOTELES Y MOTELES CON RESTAURANTE
20094,270326855,CORTES,CALLE,GRAN VIA,9,HOTEL CATALONIA GRAN VIA Y RTE. LA PEDRERA,SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS
20097,270326871,GAZTAMBIDE,CALLE,ISAAC PERAL,2,MASSART,BAR RESTAURANTE
20102,270405618,PALOMERAS BAJAS,AVENIDA,BUENOS AIRES,26,BAR RESTAURANTE AKI ME QUEDO,BAR RESTAURANTE
20116,270405986,GOYA,CALLE,NARVAEZ,25,SPORTIUM,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
20133,190000727,VALDEBERNARDO,BULEVAR,JOSE PRAT,32,BAR LA BODEGUITA (SÓLO BAR 2019),BAR CON COCINA
20136,190000745,CASCO H.VICALVARO,CALLE,ALCALDE JUAN DE MATA SEVILLANO,18,CENTRO DE ACOGIDA JUAN LUIS VIVES,SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES
20145,270406754,ARAPILES,PLAZA,CONDE DEL VALLE DE SUCHIL,20,EL 600,CAFETERIA
20146,270406773,GAZTAMBIDE,CALLE,ANDRES MELLADO,29,DRINK COFFEE PUB,BAR ESPECIAL SIN ACTUACIONES
20148,270367266,LUCERO,CALLE,SEPULVEDA,101,BAR RESTAURANTE EL PUENTE,BAR RESTAURANTE
20154,270367547,BUENAVISTA,CALLE,ALFREDO ALEIX,25,EL FOGÓN,BAR CON COCINA
20156,270367780,UNIVERSIDAD,CALLE,VELARDE,24,NEVADO,BAR CON COCINA
20166,270406471,UNIVERSIDAD,CALLE,PEZ,10,TEATRO ALFIL,TEATRO Y ACTIVIDADES ESCENICAS REALIZADAS EN DIRECTO
20169,270406534,CORTES,CALLE,LOPE DE VEGA,32,TERRAMUNDI RESTAURANTE,RESTAURANTE
20171,270442485,LOS ANGELES,AVENIDA,LA VERBENA DE LA PALOMA,10,BAR CASA PEDRO,BAR CON COCINA
20173,270442663,SAN JUAN BAUTISTA,CALLE,EMILIO VARGAS,20,RÓTULO NO INFORMADO,RESTAURANTE
20177,270367979,SOL,CALLE,BOLSA,3,CASA ORLANDO,BAR RESTAURANTE
20180,270368205,EMBAJADORES,CALLE,AVE MARIA,43,VIVA CHAPATA,CAFETERIA
20182,270368471,LISTA,CALLE,GENERAL ORAA,69,RIO JORDAN,RESTAURANTE
20189,270368876,IBIZA,AVENIDA,MENENDEZ PELAYO,33,PATATIN COMPANY,BAR RESTAURANTE
20202,270442805,VALVERDE,CALLE,MARCOS DE ORUETA,15,CAFE ANNAIS BAR,BAR SIN COCINA
20206,270442908,EMBAJADORES,CALLE,COLEGIATA,11,LA HUERTA DE TU CASA,CAFETERIA
20208,270442959,CANILLAS,CARRETERA,CANILLAS,23,LLORSAN,CAFETERIA
20217,270442962,QUINTANA,CALLE,ALCALDE LOPEZ CASERO,18,EL PALETO,BAR RESTAURANTE
20222,270443174,PORTAZGO,CALLE,ADRADA DE HAZA,13,PANISIMO,CAFETERIA
20226,270369839,PUERTA BONITA,CALLE,FEDERICO GRASES,40,BAR RESTAURANTE LA PRENSA,BAR RESTAURANTE
20231,270369967,VISTA ALEGRE,AVENIDA,NUESTRA SEÑORA DE FATIMA,47,LA PARADA,BAR CON COCINA
20237,270407308,CASTILLA,CALLE,MAURICIO LEGENDRE,4,FOXÁ 25,BAR RESTAURANTE
20239,270407385,GUINDALERA,AVENIDA,BRUSELAS,59,CRIS CAFE,BAR SIN COCINA
20241,270407469,PALACIO,COSTANILLA,SAN ANDRES,10,EL ESTRAGON RESTAURANTE,RESTAURANTE
20247,270407748,CORTES,CALLE,HUERTAS,24,EL SUR DE HUERTAS,RESTAURANTE
20257,270408165,ADELFAS,CALLE,NUEVO BAZTAN,2,DISTRITO 32,BAR RESTAURANTE
20261,270370065,SIMANCAS,CALLE,RUFINO GONZALEZ,23,RESTAURANTE NAVA CERVECERIA,BAR RESTAURANTE
20262,270370107,TRAFALGAR,CALLE,ALBURQUERQUE,15,EL PAISANO,BAR RESTAURANTE
20263,270370161,ALMAGRO,PASEO,GENERAL MARTINEZ CAMPOS,11,RESTAURANTE CANTALEJO,BAR RESTAURANTE
20268,270370739,PALACIO,CALLE,SAN BERNARDO,1,HOTEL SANTO DOMINGO MERCURE,BAR SIN COCINA
20269,270370745,SOL,CALLE,BORDADORES,4,CAFE LION RESTAURANTE,BAR RESTAURANTE
20271,270408425,CANILLAS,PLAZA,ANDRES JAUREGUI,18,RESTAURANTE D´LUX,RESTAURANTE
20277,270408661,PALOMERAS SURESTE,AVENIDA,RAFAEL ALBERTI,29,BAR CERVECERIA AN PA,BAR CON COCINA
20278,270408662,PORTAZGO,CALLE,MOHERNANDO,4,MESON EL RINCON,BAR CON COCINA
20288,270408853,GUINDALERA,CALLE,CARTAGENA,82,MIRCH MASALA,BAR RESTAURANTE
20291,270408996,PINAR DEL REY,CALLE,TOTANA,10,RESIDENCIA AVENIDA SAN LUIS,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
20292,270409024,GOYA,CALLE,JORGE JUAN,106,REAL CASA DE LA MONEDA,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
20294,270409112,GOYA,PLAZA,MANUEL BECERRA,5,CAFE & TE,BAR SIN COCINA
20300,270098489,BELLAS VISTAS,CALLE,SAN VALERIANO,14,BAR FUENFREX,BAR SIN COCINA
20307,270409501,MIRASIERRA,CALLE,NURIA,10,BAR EL REFUGIO DE PELUS,BAR CON COCINA
20309,270409876,LAS AGUILAS,CALLE,JOSE DE CADALSO,70,CAFE LAS AGUILAS BAR,BAR CON COCINA
20311,270409918,ALUCHE,AVENIDA,PADRE PIQUER,56,BAR DOS AMIGOS,BAR ESPECIAL SIN ACTUACIONES
20314,200001780,ROSAS,CALLE,ESTOCOLMO,7,BURGUER KING,RESTAURANTES DE COMIDA RAPIDA
20317,200001831,ARCOS,CALLE,APRENDICES,6,BAR DAJUDA,BAR CON COCINA
20318,200001856,REJAS,CALLE,ARACNE,3,RESTAURANTE ASADOR ARGENTINO,RESTAURANTE
20319,200001856,REJAS,CALLE,ARACNE,3,RESTAURANTE ASADOR ARGENTINO,RESTAURANTES DE COMIDA RAPIDA
20323,270410123,CANILLAS,CALLE,TORQUEMADA,21,BAR SAMPAS,BAR CON COCINA
20327,270410151,RIOS ROSAS,CALLE,ESPRONCEDA,28,LA PEPA,BAR CON COCINA
20336,210000939,CORRALEJOS,AVENIDA,PARTENON,5,TAPAS Y VINOS-PABELLON 7,CAFETERIA
20337,210000941,CORRALEJOS,AVENIDA,PARTENON,5,EL 10-PABELLON 10,CAFETERIA
20345,270443368,PUEBLO NUEVO,CALLE,EMILIO FERRARI,27,PUB CONFUSION,BAR ESPECIAL SIN ACTUACIONES
20346,270443491,EMBAJADORES,CALLE,EMBAJADORES,60,BAR RESTAURANTE O´CANDIL DE LUGO,BAR RESTAURANTE
20350,270410464,JUSTICIA,CALLE,MEJIA LEQUERICA,17,RESTAURANTE BOSTON,RESTAURANTE
20354,270410827,UNIVERSIDAD,CALLE,DOS DE MAYO,6,KURGAN,COMERCIO AL POR MENOR DE VINOS Y ALCOHOLES (BODEGA) CON CONSUMO
20362,270443950,CUATRO CAMINOS,CALLE,JUAN DE OLIAS,4,LA CAÑA,BAR CON COCINA
20364,270444028,DELICIAS,CALLE,BATALLA DEL SALADO,33,A MEDIA NOCHE BAR DE COPAS,BAR ESPECIAL SIN ACTUACIONES
20365,270444087,PALACIO,CALLE,CAVA DE SAN MIGUEL,6,MESON TAPA TAPA,BAR CON COCINA
20366,270444103,CORTES,PLAZA,CORTES,3,CERVACERIA 100 MONTADITOS,BAR CON COCINA
20387,270474804,CORTES,CALLE,HUERTAS,53,ME SABE A GLORIA,RESTAURANTE
20391,270444987,LA PAZ,CALLE,FERMIN CABALLERO,7,CAFE MUSIC JAZZMAN,BAR CON COCINA
20394,270445167,ARAPILES,CALLE,GALILEO,66,CAFETERIA BERMEJO,CAFETERIA
20396,270445336,CAMPAMENTO,PASEO,LANCEROS,2,BEVERLY BEER /L110,BAR RESTAURANTE
20398,270445382,PALOMERAS BAJAS,AVENIDA,PABLO NERUDA,93,MCDONALS / LOCAL 26 Y 27,RESTAURANTES DE COMIDA RAPIDA
20402,150002636,PUEBLO NUEVO,CALLE,PEDRO ANTONIO DE ALARCON,35,CENTRO SOCIOEDUCATIVO JARA,"OTROS SERVICIOS DE COMIDAS EN INSTALACIONES DEPORTIVAS, OFICINAS, EMPRESAS O SIMILARES"
20407,150002692,VENTAS,CALLE,SAN EMILIO,6,BAR LA CUADRILLA,BAR CON COCINA
20414,270445870,ARAPILES,CALLE,GALILEO,74,KIBO,CAFETERIA
20415,270445910,OPAÑEL,CALLE,MARQUESA DE ARGÜESO,39,CAFETERIA CAJIDE,CAFETERIA
20419,270411114,HISPANOAMERICA,CALLE,RAFAEL SALGADO,3,CODERE,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
20422,270411256,PACIFICO,AVENIDA,CIUDAD DE BARCELONA,55,CERVECERIA SAGREDO,BAR CON COCINA
20428,270446005,TRAFALGAR,CALLE,SANTISIMA TRINIDAD,26,LADY MADRID,BAR ESPECIAL SIN ACTUACIONES
20429,270446076,LAS AGUILAS,CALLE,GUAREÑA,9,BAR LA ABADIA DE MADRID,BAR CON COCINA
20431,270446255,EL SALVADOR,CALLE,TUMACO,6,DOS DIAS,BAR CON COCINA
20445,270446647,PALACIO,PLAZA,PUERTA DE MOROS,7,BAR RESTAURANTE LA MURALLA,BAR RESTAURANTE
20455,270411811,UNIVERSIDAD,CALLE,SAN VICENTE FERRER,82,COLEGIO INSTITUCIÓN DEL DIVINO MAESTRO,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
20472,270446977,TRAFALGAR,CALLE,CARRANZA,4,TACOOS,BAR RESTAURANTE
20473,270446988,SOL,CARRERA,SAN JERONIMO,3,CAFETERÍA CAFÉ & TAPAS,CAFETERIA
20477,270447339,SOL,COSTANILLA,ANGELES,8,TABERNA LOS ANGELES,CAFETERIA
20482,200001578,ARCOS,CALLE,AQUITANIA,25,PIZZAHUT,RESTAURANTE
20483,200001579,ROSAS,AVENIDA,NIZA,34,BURGER KING,RESTAURANTES DE COMIDA RAPIDA
20487,270475150,PALOS DE MOGUER,CALLE,PEDRO UNANUE,17,MESON EL BODEGON,BAR CON COCINA
20488,200001885,REJAS,CALLE,ARACNE,3,LLAO LLAO,CHOCOLATERIA/SALON DE TE Y HELADERIA
20490,200001897,ROSAS,CALLE,SOFIA,177,VINOTECA DE BLANCO A TINTO,BAR SIN COCINA
20497,200001604,SIMANCAS,CALLE,MOVINDA,10,LA TENTAZIONE,RESTAURANTE
20503,160000028,CANILLAS,CALLE,TORQUEMADA,19,BAR CASA CASI,BAR CON COCINA
20508,160000099,APOSTOL SANTIAGO,CALLE,AÑASTRO,13,LA ESPUELA,BAR RESTAURANTE
20511,270098662,BELLAS VISTAS,CALLE,JERONIMA LLORENTE,74,BAR CHIC,BAR CON COCINA
20513,200001929,ROSAS,CALLE,BUTRON,29,MESON LAS MUSAS,BAR RESTAURANTE
20518,270475225,VALDEZARZA,CALLE,SANCHEZ PRECIADO,45,BAR EL TRISKEL,BAR CON COCINA
20527,200001637,REJAS,CALLE,ARACNE,3,TAKO AWAY,RESTAURANTE
20531,270098668,BELLAS VISTAS,CALLE,JERONIMA LLORENTE,77,BAR CERVECERIA,CAFETERIA
20540,270475350,PALOS DE MOGUER,CALLE,EMBAJADORES,65,BAR CERVECERIA DIAZ,BAR RESTAURANTE
20543,270475411,IBIZA,CALLE,NARVAEZ,67,ZALAMERO TABERNA,TABERNA
20545,270475488,JUSTICIA,GLORIETA,BILBAO,7,CAFE COMERCIAL,CAFETERIA
20557,200001669,REJAS,CALLE,ARACNE,3,MANOLO BAKES,CHOCOLATERIA/SALON DE TE Y HELADERIA
20558,200001681,EL SALVADOR,CALLE,CONRADO DEL CAMPO,5,ROTULO SIN INFORMAR,BAR CON COCINA
20559,200001686,REJAS,CALLE,ARACNE,3,STARBUCKS COFFEE,CAFETERIA
20560,200001686,REJAS,CALLE,ARACNE,3,STARBUCKS COFFEE,BAR SIN COCINA
20561,200001687,REJAS,CALLE,ARACNE,3,ILUSIONA PLENILUNIO,CAFETERIA
20569,270476027,FUENTE DEL BERRO,CALLE,LANUZA,21,ECCA ESPACIO Y CREACION CENTRO DE ARTE,SALONES DE RECREO Y DIVERSION Y OTRAS ACTIVIDADES RECREATIVAS
20579,200001687,REJAS,CALLE,ARACNE,3,ILUSIONA PLENILUNIO,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA
20582,270476228,UNIVERSIDAD,CALLE,SAN BERNARDO,87,RESTAURANTE EL RETOÑAR,RESTAURANTE
20595,200001709,ROSAS,CALLE,ESTOCOLMO,43,POR DETERMINAR,SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS
20596,200001710,REJAS,CALLE,ARACNE,3,VIPS (LOCAL 215 Y 216),RESTAURANTE
20610,270476538,GOYA,CALLE,DUQUE DE SESTO,3,RESTAURANTE,BAR RESTAURANTE
20611,270476559,EMBAJADORES,CALLE,RODRIGO DE GUEVARA,1,CAFETERIA ALMANSA BAR,CAFETERIA
20613,270476864,UNIVERSIDAD,CALLE,MARQUES DE SANTA ANA,32,EL ULTIMO BAR,BAR ESPECIAL SIN ACTUACIONES
20619,270412160,CUATRO CAMINOS,PASEO,CASTELLANA,83,RISTORANTE GINOS,BAR RESTAURANTE
20622,270412275,VALVERDE,CALLE,SAN MODESTO,34,BAR RESTAURANTE,BAR RESTAURANTE
20623,270412533,ACACIAS,RONDA,TOLEDO,6,FAVORITE,BAR RESTAURANTE
20624,270412535,GOYA,CALLE,NARVAEZ,24,LA ESCALA CAFE BAR,CAFETERIA
20631,270448785,ALUCHE,CALLE,LOS YEBENES,94,ESCUELA INFANTIL AEIOU GUARDERIA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
20633,270448840,MARROQUINA,CALLE,MARROQUINA,22,BAR CAFETERIA,CAFETERIA
20637,160000473,CANILLAS,CALLE,ANDRES OBISPO,49,HALA'S BAR,RESTAURANTE
20645,270448945,PALACIO,CALLE,SEGOVIA,8,YAKUZA SUSHI,BAR RESTAURANTE
20646,270448968,JUSTICIA,CALLE,FUENCARRAL,86,PEÑACRUZ,BAR RESTAURANTE
20654,270477143,GOYA,CALLE,AYALA,84,TAPILLA SIXTINA,BAR RESTAURANTE
20656,270477231,CUATRO CAMINOS,PASEO,CASTELLANA,75,FIVE GUYS,BAR RESTAURANTE
20660,270477361,CASCO H.VALLECAS,CALLE,PICO ESPIGÜETE,2,BAR LA ORQUIDEA,BAR RESTAURANTE
20663,160000612,PIOVERA,AVENIDA,MADROÑOS,69,POMME D API,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
20664,160000615,PINAR DEL REY,AVENIDA,SAN LUIS,17,EL RINCON DE ANTONIO,BAR RESTAURANTE
20671,270412631,GAZTAMBIDE,CALLE,JOAQUIN MARIA LOPEZ,41,COCINAR,BAR RESTAURANTE
20672,270412637,VALLEHERMOSO,AVENIDA,FILIPINAS,26,VILLACASTIN,CAFETERIA
20676,270413044,SIMANCAS,CALLE,HERMANOS GARCIA NOBLEJAS,1,SALON DE JUEGOS VICTORIA,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
20677,270413057,SOL,CALLE,MAYOR,1,LUCKIA SPORT CAFE APUESTAS SLOTS,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
20678,270413096,SOL,CALLE,MONTERA,41,LUCKIA SALON RECREATIVO,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
20679,270413114,PALOMAS,CALLE,LUIS DE LA MATA,18,HOTEL OSUNA,HOTELES Y MOTELES CON RESTAURANTE
20680,270449183,VISTA ALEGRE,CALLE,EDUARDO MORALES,11,MISTER ESTAMBUL,RESTAURANTE
20682,270449225,CIUDAD JARDIN,CALLE,SANCHEZ PACHECO,25,BAKERS & COFFEE,CAFETERIA
20685,270449399,PUEBLO NUEVO,CALLE,RODRIGO DE TRIANA,3,MESON LAS PICAS,BAR RESTAURANTE
20687,270449872,NUEVA ESPAÑA,CALLE,DOCTOR FLEMING,44,LATERAL,BAR RESTAURANTE
20689,270477398,EMBAJADORES,CALLE,MIGUEL SERVET,13,TABERNA LA MANCHA EN MADRID,TABERNA
20692,270477534,NUEVA ESPAÑA,CALLE,APOLONIO MORALES,1,GINOS,BAR RESTAURANTE
20694,210000978,CORRALEJOS,CALLE,BENISODA,14,ESCUELA INFANTIL GLOBITOS,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
20696,210001014,AEROPUERTO,AVENIDA,HISPANIDAD,2,HOTEL HILTON MADRID AIRPORT,HOTELES Y MOTELES CON RESTAURANTE
20698,270413114,PALOMAS,CALLE,LUIS DE LA MATA,18,HOTEL OSUNA,CAFETERIA
20699,270413162,CHOPERA,PLAZA,GENERAL MAROTO,5,VENTA MATADERO,BAR RESTAURANTE
20708,270450001,CASTELLANA,CALLE,LOPEZ DE HOYOS,13,TACOS DON MANOLITO,BAR RESTAURANTE
20710,270450133,PALACIO,CALLE,SILVA,6,HOTEL INDIGO MADRID-GRAN VIA Y ANDREA TUMBARELO,PISCINAS DE USO PUBLICO DE TEMPORADA
20711,270450293,NUMANCIA,AVENIDA,ALBUFERA,17,MADRID JP JUEGOS,BAR SIN COCINA
20712,270450295,PUEBLO NUEVO,CALLE,ALCALA,390,MADRID JUEGOS JP,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
20716,270413714,CORTES,CALLE,ALMADEN,26,EL PATIO VERTICALE,CAFETERIA
20723,270413807,EL PILAR,AVENIDA,MONFORTE DE LEMOS,127,LIBERTY LOUNGE,BAR RESTAURANTE
20724,270413956,PAVONES,CALLE,ARROYO FONTARRON,391,LAS TEJAS,BAR CON COCINA
20728,210001040,TIMON,CALLE,PLAYA DE BARLOVENTO,14,COLEGIO CONCERTADO GAUDEM,PISCINAS DE USO PUBLLICO CLIMATIZADAS
20729,210001049,CORRALEJOS,CALLE,AMSTERDAM,3,HOTEL NOVOTEL CAMPO DE LAS NACIONES,HOTELES Y MOTELES CON RESTAURANTE
20730,210001050,ALAMEDA DE OSUNA,CALLE,PIRAGUA,1,HOTEL MAYDRIT,HOTELES Y MOTELES CON RESTAURANTE
20732,210001053,CORRALEJOS,AVENIDA,PARTENON,10,LA DEHESA,CAFETERIA
20740,270414232,GOYA,CALLE,ALCALA,139,AROMAS DE LA DEHESA,BAR RESTAURANTE
20741,270414232,GOYA,CALLE,ALCALA,139,AROMAS DE LA DEHESA,BAR SIN COCINA
20744,270450555,GAZTAMBIDE,CALLE,ANDRES MELLADO,24,CASA DE HUESPEDES,CASAS DE HUESPEDES
20746,270450649,EL PLANTIO,AVENIDA,VICTORIA,120,RESIDENCIA LOS ENEBROS,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
20756,270477535,NIÑO JESUS,CALLE,ANTONIO DIAZ-CAÑABATE,32,VIPS,RESTAURANTE
20764,270414417,NUMANCIA,CALLE,SANTA MARTA,22,BAR CON ZONA DE DEGUSTACIÓN,BAR RESTAURANTE
20769,270414642,CUATRO CAMINOS,CALLE,ORENSE,39,LA BODEGUITA DE ORENSE,BAR RESTAURANTE
20770,270414772,EMBAJADORES,CALLE,AVE MARIA,50,TETERIA AHLAN WA SAHLAN,BAR CON COCINA
20785,270415289,IBIZA,CALLE,IBIZA,14,JOHN TORRES PANADERO,BAR SIN COCINA
20786,270450926,CASTILLEJOS,CALLE,HUESCA,20,GIMNASIO FORMA XXI,ACTIVIDADES DE LOS GIMNASIOS
20791,270451341,PROSPERIDAD,CALLE,LUIS CABRERA,82,BAR CAFETERIA,RESTAURANTES DE COMIDA RAPIDA
20795,270415411,BUENAVISTA,CALLE,GOMEZ DE ARTECHE,25,BAR LA TAPIA,BAR CON COCINA
20796,270415462,PROSPERIDAD,CALLE,CARTAGENA,103,PATATIN COMPANY,CAFETERIA
20798,270415496,EL VISO,CALLE,MARCELIANO SANTA MARIA,9,DRAKKAR,BAR CON COCINA
20799,270415526,PUERTA DEL ANGEL,PASEO,EXTREMADURA,117,BAR LA HERRADURA,BAR CON COCINA
20806,270415851,BERRUGUETE,CALLE,FRANCOS RODRIGUEZ,62,CERVECERIA LA MURALLA DE AVILA,BAR CON COCINA
20810,270416002,PUERTA DEL ANGEL,CALLE,DOÑA URRACA,15,SIN RÓTULO (PTOS. 12 Y 13),BAR SIN COCINA
20812,270451422,LISTA,CALLE,DON RAMON DE LA CRUZ,97,BAR TINO,CAFETERIA
20813,270451423,PROSPERIDAD,CALLE,CLARA DEL REY,37,YOMAR CAFETERÍA,BAR RESTAURANTE
20814,270451432,EMBAJADORES,CALLE,TOLEDO,115,RESTAURANTE CHINO FAN HUA,RESTAURANTE
20817,270451538,GOYA,CALLE,GOYA,111,LA DIVINA DE GOYA,BAR RESTAURANTE
20825,270416288,CASCO H.BARAJAS,CALLE,SATURNO,30,GIMNASIO KAMAE,ACTIVIDADES DE LOS GIMNASIOS
20828,270416375,SOL,CALLE,CARMEN,4,HOTEL EUROPA,HOTELES Y MOTELES SIN RESTAURANTE
