index,id_local,desc_barrio_local,clase_vial_edificio,desc_vial_edificio,num_edificio,rotulo,desc_epigrafe
1,10000327,PALACIO,PLAZA,SANTO DOMINGO,12,BAR EL ENCUENTRO,BAR RESTAURANTE
6,10000442,EMBAJADORES,CALLE,TRIBULETE,4,RESTAURANTE LA ALHAMBRA,RESTAURANTE
10,10000845,PALACIO,CALLE,GRAN VIA,65,VIPS,BAR RESTAURANTE
16,10000982,PALACIO,PLAZA,PUERTA DE MOROS,4,BAR JUANA LA LOCA,CAFETERIA
17,10001020,PALACIO,CALLE,BAILEN,15,HAAGEN-DAZS ILLY,CAFETERIA
24,20000164,PALOS DE MOGUER,CALLE,GENERAL LACY,28,BAR ANCORA,BAR CON COCINA
26,20000260,ACACIAS,CALLE,ARGANDA,25,PISCINA MUNICIPAL PEÑUELAS,PISCINAS DE USO PUBLICO DE TEMPORADA
27,10000468,UNIVERSIDAD,CALLE,SAN BERNARDO,79,RESIDENCIA MONTSERRAT,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
28,10000478,CORTES,PASEO,PRADO,48,HOTEL NH NACIONAL,HOTELES Y MOTELES CON RESTAURANTE
29,10000502,CORTES,PASEO,PRADO,26,BURGUER KING,RESTAURANTES DE COMIDA RAPIDA
31,10000710,EMBAJADORES,CALLE,SAN MILLAN,3,RESTAURANTE LA BOBIA CERVEZAS Y SIDRAS,BAR RESTAURANTE
33,10000838,PALACIO,CALLE,CAÑOS DEL PERAL,6,LAS CUBAS,BAR ESPECIAL SIN ACTUACIONES
35,10000876,SOL,CALLE,ARENAL,15,TAPA TAPA,BAR RESTAURANTE
36,20000287,CHOPERA,PASEO,SANTA MARIA DE LA CABEZA,85,COLEGIO SAN JAVIER,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
38,20000302,ACACIAS,CALLE,SAN ANASTASIO,4,COLEGIO DOS PARQUES,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
40,20000304,PALOS DE MOGUER,CALLE,MARQUES DE LA VALDAVIA,2,COMEDOR COLEGIO SALESIANOS ATOCHA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
41,20000320,ACACIAS,PASEO,ESPERANZA,21,BURGER KING,RESTAURANTES DE COMIDA RAPIDA
42,20000325,ACACIAS,CALLE,LAUREL,33,CENTRO INFANTIL GARABATOS Y OCHO PATOS,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
46,10000052,JUSTICIA,TRAVESIA,SAN MATEO,17,MUNE,BAR RESTAURANTE
47,10000071,SOL,CALLE,BARCELONA,12,LA DESCUBIERTA,CAFETERIA
49,10000284,CORTES,CALLE,LOPE DE VEGA,9,RESTAURANTE DAR MONA,RESTAURANTE
52,10000310,EMBAJADORES,CALLE,OLMO,4,CEIP ANTONIO MORENO ROSALES,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
53,10000319,PALACIO,CALLE,BAILEN,20,RESTAURANTE LA VACA ARGENTINA,RESTAURANTE
54,10000003,JUSTICIA,CALLE,BARCELO,5,VITACA,BAR RESTAURANTE
59,10000308,EMBAJADORES,CALLE,VENTORRILLO,14,CEIP EMILIA PARDO BAZAN,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
60,10000391,SOL,CALLE,SANTO TOMAS,1,HOTEL,HOTELES Y MOTELES CON RESTAURANTE
61,10000398,JUSTICIA,CALLE,BARCELO,2,CEIP ISABEL LA CATOLICA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
62,10000401,PALACIO,PLAZA,ISABEL II,8,CAÑAS Y TAPAS,CAFETERIA
63,20000359,PALOS DE MOGUER,CALLE,EMBAJADORES,63,LOS CHIQUITOS BAR DE TAPAS,BAR CON COCINA
66,20000447,PALOS DE MOGUER,CALLE,GENERAL LACY,14,BODEGAS ROSELL,BAR RESTAURANTE
67,20000460,PALOS DE MOGUER,PASEO,DELICIAS,7,CERVECERIA DOMINGUEZ,BAR CON COCINA
69,20000462,ACACIAS,CALLE,ARGANDA,2,EUROBAR COPPOLA,BAR CON COCINA
70,20000464,PALOS DE MOGUER,PASEO,DELICIAS,59,CERVECERIA LA CUCAÑA,BAR SIN COCINA
71,20000475,PALOS DE MOGUER,CALLE,DELICIAS,24,RESTAURANTE PARRILLA LA MANZANA,BAR RESTAURANTE
72,20000867,PALOS DE MOGUER,CALLE,SEBASTIAN HERRERA,9,EL ENCUENTRO BAR CAFETERIA,BAR RESTAURANTE
74,20000920,PALOS DE MOGUER,CALLE,GENERAL LACY,6,PULPERIA O'RIBEIRIÑO,BAR RESTAURANTE
75,20000948,ACACIAS,PASEO,ESPERANZA,57,TABERNA EL FORO,BAR SIN COCINA
78,20000965,ATOCHA,CALLE,MENDEZ ALVARO,83,AUTOSERVICIO CAFETERÍA,BAR RESTAURANTE
81,10000325,PALACIO,CALLE,VERGARA,1,NEMRUT KEBAB PIZZA,RESTAURANTE
82,10000358,UNIVERSIDAD,CALLE,ALAMO,8,SIETE,BAR CON COCINA
83,10000385,CORTES,CALLE,HUERTAS,54,DC RESTAURANTE,RESTAURANTE
84,10000387,SOL,PLAZA,PUERTA DEL SOL,14,PANS & COMPANY,RESTAURANTES DE COMIDA RAPIDA
85,10000415,PALACIO,CALLE,HUMILLADERO,5,LA PARRALA,CAFETERIA
88,10000481,PALACIO,AVENIDA,GRAN VIA DE SAN FRANCISCO,7,BAREA Y TAPEA,CAFETERIA
89,10000503,SOL,CALLE,ARENAL,9,PAUL,BAR CON COCINA
90,10000511,PALACIO,CALLE,CARLOS III,3,BAJO CERO,CAFETERIA
91,10000003,JUSTICIA,CALLE,BARCELO,5,VITACA,CAFETERIA
92,10000004,UNIVERSIDAD,CALLE,ACUERDO,31,CAMDEN COFFEE ROASTERS,CAFETERIA
93,10000097,JUSTICIA,CALLE,AUGUSTO FIGUEROA,37,"GRACIAS, PADRE",RESTAURANTE
94,10000102,SOL,CALLE,ARENAL,1,LA MALLORQUINA,CAFETERIA
95,10000105,JUSTICIA,CALLE,BELEN,13,LA MORDIDA,RESTAURANTE
96,10000150,SOL,PLAZA,MAYOR,1,CAFE LOS ARCOS BAR,BAR CON COCINA
101,10000071,SOL,CALLE,BARCELONA,12,LA DESCUBIERTA,RESTAURANTE
102,10000093,JUSTICIA,CALLE,BARQUILLO,7,LA REVOLTOSA,CAFETERIA
106,10000264,SOL,CALLE,MESONERO ROMANOS,4,VALDEMESO,BAR RESTAURANTE
107,10000306,CORTES,PASEO,PRADO,38,CEIP PALACIO VALDES,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
108,10000307,EMBAJADORES,CALLE,CASINO,7,CEIP SANTA MARIA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
109,10000413,CORTES,CALLE,ESPOZ Y MINA,28,AFTER 8,BAR ESPECIAL SIN ACTUACIONES
110,10000422,PALACIO,CALLE,YESEROS,3,C.E.I.P. VAZQUEZ DE MELLA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
113,10000476,EMBAJADORES,CALLE,TOLEDO,85,BAR MARISQUERIA LA PALOMA,BAR CON COCINA
114,10000502,CORTES,PASEO,PRADO,26,BURGUER KING,CAFETERIA
115,10000503,SOL,CALLE,ARENAL,9,PAUL,CAFETERIA
116,10000517,PALACIO,PLAZA,CEBADA,9,TABERNA LA EXTREMEÑA. PRODUCTOS DE MI TIERRA,BAR CON COCINA
119,10000695,UNIVERSIDAD,CALLE,SAN BERNARDO,63,BAR -RESTAURANTE,BAR RESTAURANTE
120,10000744,EMBAJADORES,CALLE,ESPADA,9,CENTRO DE DIA E INFANTIL ROSALIA RENDU,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
125,10000804,SOL,CALLE,CUCHILLEROS,7,LA TABERNA DE MISTER PINKLETON,BAR CON COCINA
126,10000807,CORTES,CALLE,ATOCHA,115,PUCKET THAI,RESTAURANTE
127,10000534,CORTES,CALLE,ATOCHA,125,DISCOTECA INDEPENDENCE,RESTAURANTE
129,10000412,CORTES,CALLE,MORATIN,38,LA VACA VERONICA,BAR RESTAURANTE
132,10000455,SOL,CALLE,CIUDAD RODRIGO,5,CASA RUA,BAR CON COCINA
133,10000463,SOL,CALLE,CARMEN,27,VIANDAS DE SALAMANCA,BAR SIN COCINA
135,10000473,JUSTICIA,CALLE,SAN LUCAS,21,SIBUYA,BAR RESTAURANTE
136,20000486,PALOS DE MOGUER,PLAZA,LUCA DE TENA,10,BAR CERVECERIA TAPALOCA,BAR CON COCINA
137,20000513,ACACIAS,CALLE,ARGANDA,44,RESTAURANTE CANGAS,BAR RESTAURANTE
140,20000552,IMPERIAL,RONDA,SEGOVIA,2,SHUSICOME,RESTAURANTE
142,20000602,PALOS DE MOGUER,CALLE,DELICIAS,24,LA ANTIGUA,BAR RESTAURANTE
143,20000605,IMPERIAL,GLORIETA,PIRAMIDES,6,CAFETERIA PIRAMIDES,BAR CON COCINA
145,10000530,SOL,CARRERA,SAN JERONIMO,5,LA TAURINA,BAR RESTAURANTE
147,10001040,PALACIO,CUESTA,SANTO DOMINGO,14,XIAO MAN RESTAURANTE,RESTAURANTE
150,10001107,PALACIO,CALLE,BAILEN,33,BAR LA ESPERANZA,BAR SIN COCINA
155,20000704,IMPERIAL,CALLE,JUAN DUQUE,10,BAR-RESTAURANTE EL DUCADO,BAR RESTAURANTE
156,20000708,ACACIAS,PASEO,YESERIAS,15,TABERNA FANTASTICA,BAR RESTAURANTE
157,20000715,CHOPERA,PASEO,SANTA MARIA DE LA CABEZA,67,CAFÉ-BAR,BAR CON COCINA
158,20000721,IMPERIAL,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,54,ARROCERIA IMPERIAL,BAR RESTAURANTE
159,20000726,DELICIAS,PASEO,DELICIAS,92,JAMBOTECA DELICIAS,BAR CON COCINA
160,20000731,PALOS DE MOGUER,CALLE,PALOS DE LA FRONTERA,40,CENTRO DOTACIONAL INTEGRADO ARGANZUELA,ACTIVIDADES DE LOS GIMNASIOS
164,10000684,PALACIO,CALLE,TABERNILLAS,4,ESCUELA INFANTIL LA PALOMA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
166,10000700,CORTES,CARRERA,SAN JERONIMO,32,RESTAURANTE (PESCAITO FRITO),RESTAURANTE
169,10000835,PALACIO,CALLE,ALMENDRO,22,VINOS EL MENTIDERO,BAR SIN COCINA
172,20000757,PALOS DE MOGUER,CALLE,SEBASTIAN HERRERA,6,EL VALLE RESTAURANTE-CAFETERIA,CAFETERIA
174,20000776,CHOPERA,CALLE,JAIME EL CONQUISTADOR,48,RESTAURANTE CHINO GRAN SIGLO,RESTAURANTE
177,20000793,PALOS DE MOGUER,CALLE,ANCORA,42,RESIDENCIA NTRA SRA DEL PERPETUO SOCORRO,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
182,10000708,SOL,CALLE,CRUZ,10,CITY KEBAB,BAR CON COCINA
184,10000868,UNIVERSIDAD,CALLE,ANTONIO GRILO,3,BOTA DE ORO,RESTAURANTE
185,10000895,SOL,CALLE,CABALLERO DE GRACIA,10,LA GLORIA DE MONTERA,RESTAURANTE
187,10000915,JUSTICIA,CALLE,SANTA TERESA,12,FREAKS BURGUER,RESTAURANTE
188,10000959,JUSTICIA,CALLE,HORTALEZA,21,TAKO MAMA,BAR RESTAURANTE
192,10000960,SOL,CALLE,CABALLERO DE GRACIA,12,DULCINEA CAFETERIA,BAR CON COCINA
194,10000966,EMBAJADORES,CALLE,EMBAJADORES,49,"YOGA, PILATES Y MANTENIMIENTO PERSONAL",ACTIVIDADES DE CLUBES DEPORTIVOS Y OTRAS ACTIVIDADES DEPORTIVAS
199,10001147,CORTES,CALLE,PRINCIPE,25,TEATRO ESPAÑOL,TEATRO Y ACTIVIDADES ESCENICAS REALIZADAS EN DIRECTO
200,10001164,SOL,CALLE,IMPERIAL,1,TROPICANA BEACH CLUB,BAR CON COCINA
201,10001216,CORTES,CALLE,HUERTAS,66,TABERNA MACEIRAS,RESTAURANTE
202,10001234,UNIVERSIDAD,CALLE,DESENGAÑO,10,CENTRO DE ATENCIÓN ENFERMOS ALZHEIMER,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
209,10001370,UNIVERSIDAD,CALLE,ESPIRITU SANTO,47,J & J BOOKS AND COFEE,CAFETERIA
213,10001210,SOL,TRAVESIA,TRUJILLOS,2,CASA PARRONDO,RESTAURANTE
214,10001237,JUSTICIA,CALLE,HORTALEZA,23,EL TIGRE DEL NORTE,BAR RESTAURANTE
220,20000863,ACACIAS,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,25,COCOLAN ESCUELA INFANTIL,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
222,20000865,ACACIAS,PASEO,SANTA MARIA DE LA CABEZA,66,CAFETERIA LA EMBAJADA CERVECERIA,CAFETERIA
223,30000174,LOS JERONIMOS,CALLE,ALCALA,56,INTERVENCION GENERAL SEGURIDAD SOCIAL.,CAFETERIA
224,30000178,LOS JERONIMOS,PASEO,REPUBLICA DE CUBA,8,QUIOSCO Nº 12 PALACIO DE VELAZQUEZ,BAR SIN COCINA
225,20001426,CHOPERA,CALLE,EMBAJADORES,166,ROTULO,CAFETERIA
227,10001328,SOL,CALLE,BOTONERAS,6,BAR LA CAMPANA,BAR CON COCINA
231,10001057,EMBAJADORES,CALLE,TOLEDO,51,BAR RESTAURANTE,BAR RESTAURANTE
232,10001062,CORTES,PLAZA,PLATERIA DE MARTINEZ,1,LA TAPERIA,BAR RESTAURANTE
234,10001163,SOL,CALLE,VENERAS,9,TIMHORTONS,BAR RESTAURANTE
239,20001505,DELICIAS,CALLE,HIERRO,15,ESCUELA INFANTIL MS KIDS,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
242,20001518,ACACIAS,CALLE,MORATINES,10,AVIN PIZZA KEBAB,RESTAURANTES DE COMIDA RAPIDA
244,10001171,SOL,CALLE,COLOREROS,4,SINDIBAD BAGDAD,BAR RESTAURANTE
245,10001180,SOL,CALLE,COLOREROS,1,100 MONTADITOS,CAFETERIA
248,10001366,SOL,CALLE,GRAN VIA,21,HOTELES SENATOR,HOTELES Y MOTELES CON RESTAURANTE
249,10001382,SOL,PLAZA,SAN MARTIN,5,HOTEL INTUR PALACIO DE SAN MARTIN,HOTELES Y MOTELES CON RESTAURANTE
250,10001414,UNIVERSIDAD,CALLE,AMANIEL,34,FRATER MADRID,SERVICIOS DE COMEDOR EN CENTROS DE ACTIVIDADES DE SERVICIOS SOCIALES
253,10001429,CORTES,PLAZA,SANTA ANA,5,IL PEZZO DI GIUSSEPPE,RESTAURANTE
254,10001497,UNIVERSIDAD,CALLE,COLON,3,LA PRENSA BURGUERS AND BEERS,BAR RESTAURANTE
256,10001293,SOL,CALLE,BARCELONA,4,BAR RESTAURANTE EN BUSCA DEL TIEMPO,RESTAURANTE
258,10001300,JUSTICIA,CALLE,AUGUSTO FIGUEROA,43,VALGAME DIOS,RESTAURANTE
259,10001319,SOL,CALLE,MONTERA,45,TACO BELL,RESTAURANTES DE COMIDA RAPIDA
261,10001369,UNIVERSIDAD,CALLE,FUENCARRAL,85,BAR RESTAURANTE MADRID-MADRIZ,RESTAURANTE
263,30000181,LOS JERONIMOS,PASEO,ARGENTINA,4,QUIOSCO Nº 6.Pº ESTATUAS,BAR SIN COCINA
265,30000183,ESTRELLA,CALLE,LIRA,8,COOKA LUZKA,BAR CON COCINA
273,10001474,JUSTICIA,CALLE,ALMIRANTE,30,TABERNA DEL GIJON,CAFETERIA
275,10001502,SOL,CALLE,ARENAL,4,HOTEL PETIT PALACE PUERTA DEL SOL,HOTELES Y MOTELES SIN RESTAURANTE
277,10001510,CORTES,CALLE,ATOCHA,83,TRYP ATOCHA,HOTELES Y MOTELES CON RESTAURANTE
278,10001545,CORTES,CALLE,ALAMEDA,4,EL FOGON VERDE,RESTAURANTE
279,10001550,CORTES,CALLE,ECHEGARAY,21,SALMON GURU,BAR RESTAURANTE
287,30000374,ESTRELLA,CALLE,ALCALDE SAINZ DE BARANDA,76,RESTAURANTE 76 DE BARANDA,BAR RESTAURANTE
289,10001612,EMBAJADORES,CALLE,DOCTOR DRUMEN,3,SUKALDEA,CAFETERIA
291,10001515,UNIVERSIDAD,CALLE,GRAN VIA,34,HOTEL INNSIDE MADRID GRAN VIA,HOTELES Y MOTELES CON RESTAURANTE
294,10001531,PALACIO,CALLE,HUMILLADERO,3,LA NIETA CARMELA,CAFETERIA
299,40000572,GOYA,CALLE,O'DONNELL,11,O'DONNELL 11,RESTAURANTE
300,40000573,GOYA,CALLE,LOPE DE RUEDA,16,BEEF COMPANI,BAR RESTAURANTE
303,40000677,RECOLETOS,CALLE,LAGASCA,12,TABERNA EL PUERTO DE MOTRIL,BAR CON COCINA
304,40000854,GUINDALERA,AVENIDA,BRUSELAS,39,EL CALLEJON DEL PARQUE,CAFETERIA
308,30000453,IBIZA,AVENIDA,MENENDEZ PELAYO,45,FRANCESCA LA CLUECA,CAFETERIA
309,30000478,ADELFAS,AVENIDA,CIUDAD DE BARCELONA,85,RESIDENCIA 3ª EDAD PURISIMA CONCEPCION,SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES
311,30000479,PACIFICO,AVENIDA,MEDITERRANEO,22,VALLE DE BABIA,BAR RESTAURANTE
312,30000498,ESTRELLA,CALLE,ESTRELLA POLAR,18,CAFETERIA ESTRELLA POLAR,CAFETERIA
313,30000506,IBIZA,CALLE,DOCTOR CASTELO,16,LA MONTERIA,BAR RESTAURANTE
314,30000531,PACIFICO,CALLE,CARIDAD,2,LA MONUMENTAL,BAR RESTAURANTE
315,20000997,IMPERIAL,CALLE,TOLEDO,140,VIENA CAPELLANES,BAR CON COCINA
317,20001015,PALOS DE MOGUER,CALLE,RAFAEL DE RIEGO,41,RESTAURANTE CASA LUCIA,BAR CON COCINA
318,20001016,PALOS DE MOGUER,PASEO,SANTA MARIA DE LA CABEZA,17,BAR RTE VILLA DE VIGO,BAR CON COCINA
320,20001025,CHOPERA,PASEO,CHOPERA,71,TABERNA CRIOLLA,RESTAURANTE
322,20001031,LEGAZPI,CALLE,JULIAN RABANEDO,44,RESTAURANTE LOS CASTAÑOS,BAR RESTAURANTE
323,20001038,CHOPERA,CALLE,CACERES,52,AL YABAL SALON DE TE,BAR ESPECIAL SIN ACTUACIONES
325,10001597,JUSTICIA,CALLE,FUENCARRAL,96,100 MONTADITOS,RESTAURANTES DE COMIDA RAPIDA
328,10001615,UNIVERSIDAD,PLAZA,MOSTENSES,1,EL SOCIO PICANTERIA,BAR RESTAURANTE
335,20001713,ACACIAS,PASEO,YESERIAS,7,LOS TRANSMONTANOS,BAR RESTAURANTE
345,10001754,CORTES,CARRERA,SAN JERONIMO,34,HOTEL URBAN,PISCINAS DE USO PUBLICO DE TEMPORADA
348,30000534,PACIFICO,CALLE,COMERCIO,2,EL RINCON DE CRUZ BLANCA,BAR RESTAURANTE
350,30000554,IBIZA,CALLE,IBIZA,25,TXIRIMIRI,RESTAURANTE
351,30000587,NIÑO JESUS,CALLE,PIO BAROJA,7,LIMA-LIMÓN,BAR RESTAURANTE
365,20001799,PALOS DE MOGUER,CALLE,SEBASTIAN ELCANO,16,CHIQUITIN,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
376,10001802,UNIVERSIDAD,CALLE,FUENCARRAL,95,LA MUCCA,BAR RESTAURANTE
379,10001817,CORTES,CALLE,ATOCHA,117,EURO DONER ISTANBUL,RESTAURANTES DE COMIDA RAPIDA
384,30000748,NIÑO JESUS,CALLE,JERICO,1,SIN ROTULO,BAR CON COCINA
395,40000933,RECOLETOS,CALLE,VILLANUEVA,2,ALEGORIA DISCOTECA,DISCOTECAS Y SALAS DE BAILE
396,40000937,GOYA,CALLE,NARVAEZ,15,FORNO DE LUGO,BAR SIN COCINA
400,40001030,FUENTE DEL BERRO,CALLE,ANTONIO TOLEDANO,28,MESON CASA JUAN,BAR CON COCINA
403,10001662,CORTES,CALLE,CERVANTES,1,PIZZAMASCALZONE,RESTAURANTES DE COMIDA RAPIDA
408,10001699,SOL,CALLE,ARENAL,20,CAFE AND TE,BAR RESTAURANTE
409,10001701,SOL,PLAZA,SANTA CRUZ,6,CORNER CAFE,CAFETERIA
411,30000903,NIÑO JESUS,CALLE,REYES MAGOS,8,BAR EL TERCIO,BAR CON COCINA
421,10001753,SOL,CALLE,BOLSA,12,LA CAPILLA DE LA BOLSA,RESTAURANTE
427,40001059,RECOLETOS,CALLE,NUÑEZ DE BALBOA,37,RÓTULO NO INFORMADO,BAR RESTAURANTE
429,20001845,LEGAZPI,CALLE,EROS,7,EL HAYEDO,CAFETERIA
435,10001821,JUSTICIA,CALLE,INFANTAS,29,HOTEL INFANTAS BY MIJ,HOTELES Y MOTELES CON RESTAURANTE
436,10001835,JUSTICIA,CALLE,LIBERTAD,17,RESTAURANTE LIZARRÁN,BAR RESTAURANTE
440,10001936,SOL,CALLE,TOLEDO,4,CORRIENTES 348,BAR RESTAURANTE
441,10001407,CORTES,CALLE,PRINCIPE,4,GRIGNOLINO,CAFETERIA
443,10001412,SOL,CALLE,MAYOR,31,GRAZIE MILLE,BAR SIN COCINA
444,10001415,JUSTICIA,CALLE,GRAVINA,4,TABERNA EL BUHO,CAFETERIA
455,10001421,UNIVERSIDAD,CALLE,GRAN VIA,64,TXAPELA,BAR RESTAURANTE
458,10001494,SOL,CALLE,ARENAL,16,PETIT PALACE OPERA,HOTELES Y MOTELES CON RESTAURANTE
461,10001959,CORTES,CALLE,VIRGEN DE LOS PELIGROS,2,PETIT PALACE ALCALA-TORRE,HOTELES Y MOTELES CON RESTAURANTE
462,10001970,PALACIO,CALLE,SAN BERNARDO,3,PETIT PALACE,HOTELES Y MOTELES CON RESTAURANTE
464,20001888,LEGAZPI,CALLE,EROS,7,VIENA CAPELLANES,CAFETERIA
469,40001122,GUINDALERA,CALLE,CARTAGENA,48,K-12,BAR ESPECIAL CON ACTUACIONES
470,40001131,GUINDALERA,CALLE,CARTAGENA,5,CARTAGENA V,BAR CON COCINA
473,10001989,UNIVERSIDAD,CALLE,CORREDERA BAJA DE SAN PABLO,4,ELEMENTAL BISTRO,RESTAURANTE
474,10002009,JUSTICIA,CALLE,LIBERTAD,8,MOMO,RESTAURANTE
475,10002056,SOL,CALLE,MAYOR,38,POPEYE,RESTAURANTES DE COMIDA RAPIDA
476,10002063,PALACIO,CALLE,GRAN VIA,73,STARBUCKS COFFE,CAFETERIA
477,10002084,SOL,CALLE,HILERAS,17,EL ESCARPIN,CAFE ESPECTACULO
479,10001504,JUSTICIA,CALLE,SAGASTA,30,RESTAURANTE,RESTAURANTE
480,10001507,SOL,CALLE,POSTAS,8,MUSEO DEL JAMON,BAR RESTAURANTE
481,40001157,CASTELLANA,CALLE,SERRANO,120,MAKE MATE,BAR RESTAURANTE
482,40001178,GOYA,CALLE,AYALA,91,TRES POR CUATRO,RESTAURANTE
483,40001195,GUINDALERA,CALLE,CARDENAL BELLUGA,15,CERVECERIA ESTEBAN,BAR SIN COCINA
486,20001904,LEGAZPI,CALLE,HIERRO,4,LA TALLERTECA LUDOTECA,SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL
487,20001904,LEGAZPI,CALLE,HIERRO,4,LA TALLERTECA LUDOTECA,CENTROS DE JUEGOS O CELEBRACIONES INFANTILES CON COCINA
488,20001916,DELICIAS,CALLE,GRANITO,10,JAPAN PEARL,RESTAURANTE
490,10001539,SOL,CALLE,ESPARTEROS,1,AZAR CASINOS SOL,"JUEGOS DE AZAR Y APUESTAS DE GESTION PRIVADA (BINGOS, CASINOS, MAQUINAS TRAGAPERRAS)"
491,10001542,CORTES,CALLE,AMOR DE DIOS,12,LA SANABRESA,RESTAURANTE
492,10001564,CORTES,CALLE,LEON,8,PIZZERIA CERVANTES,BAR RESTAURANTE
494,10001567,UNIVERSIDAD,CALLE,CORREDERA BAJA DE SAN PABLO,53,TAQUERÍA,RESTAURANTE
495,10001569,PALACIO,CALLE,TOLEDO,96,RESIDENCIA DE ESTUDIANTES,COLEGIOS MAYORES Y RESIDENCIAS DE ESTUDIANTES
497,10002088,UNIVERSIDAD,CALLE,MAESTRO GUERRERO,4,DANDANSICHUAN,RESTAURANTE
498,10002091,UNIVERSIDAD,TRAVESIA,CONDE DUQUE,5,EL CHORRILLO,CAFETERIA
503,20001947,DELICIAS,PASEO,DELICIAS,113,PIZZERÍA GRAPPA,RESTAURANTES DE COMIDA RAPIDA
504,20001960,LEGAZPI,CALLE,EROS,10,O DALY,RESTAURANTE
507,10002095,PALACIO,CALLE,ISABEL LA CATOLICA,15,RESTAURANTE ASIATICO,RESTAURANTE
510,10002104,PALACIO,CALLE,GRAN VIA,59,DI BOCCA RESTAURANTE ITALIANO,RESTAURANTE
511,10002110,UNIVERSIDAD,CALLE,SAN BERNARDINO,7,BAR MUNDI,CAFETERIA
516,10002160,SOL,CALLE,CORREO,2,KENTUCKY FRIED CHICKEN,RESTAURANTE
520,10002179,SOL,CALLE,CADIZ,9,MALASPINA,TABERNA
524,30000999,IBIZA,CALLE,O'DONNELL,34,PASTELERÍA SAUL 1961,CAFETERIA
528,30001040,PACIFICO,AVENIDA,MEDITERRANEO,2,QUEENS PUB,CAFETERIA
536,20002001,CHOPERA,PASEO,SANTA MARIA DE LA CABEZA,77,QUANTUM PILATES,ACTIVIDADES DE LOS GIMNASIOS
537,30000019,IBIZA,CALLE,O'DONNELL,48,CAFETERIA DEL HOSPITAL MATERNO INFANTIL,CAFETERIA
539,30000048,LOS JERONIMOS,CALLE,FELIPE IV,8,L'ACADEMIA,BAR CON COCINA
540,30000096,ADELFAS,CALLE,ARREGUI Y ARUEJ,9,LA FAMILIA,BAR RESTAURANTE
546,10001597,JUSTICIA,CALLE,FUENCARRAL,96,100 MONTADITOS,BAR RESTAURANTE
559,10002236,CORTES,CALLE,NUÑEZ DE ARCE,1,HOTEL MADRIDSOL,HOTELES Y MOTELES CON RESTAURANTE
561,10002300,UNIVERSIDAD,CALLE,FUENCARRAL,43,STARBUCKS COFFE,CAFETERIA
564,10002325,EMBAJADORES,CALLE,FE,1,AGUARDIENTE CAFE BAR,CAFETERIA
565,10002328,SOL,CALLE,ADUANA,5,BAR EL BARRIL,BAR RESTAURANTE
566,10002329,SOL,CALLE,CHINCHILLA,1,RIBS STEAK HOUSE,RESTAURANTES DE COMIDA RAPIDA
567,30000130,ESTRELLA,CALLE,DOCTOR ESQUERDO,99,TELEPIZZA,RESTAURANTES DE COMIDA RAPIDA
569,30000138,IBIZA,CALLE,IBIZA,8,BARANGAY 25,CAFETERIA
570,30000146,LOS JERONIMOS,CALLE,MORETO,17,KOFE KORNER,BAR CON COCINA
571,30000172,NIÑO JESUS,CALLE,PIO BAROJA,6,MINISTERIO DE EMPLEO Y SEGURIDAD SOCIAL,BAR RESTAURANTE
